file_path,speaker_id,emotion,label
data/raw/ravdess/Actor_01/03-01-05-01-02-01-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-06-01-02-02-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-06-02-01-02-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-05-02-01-01-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-07-01-01-01-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-04-01-01-02-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-04-02-02-02-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-07-02-02-01-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-03-02-02-02-01.wav,01,happy,0
data/raw/ravdess/Actor_01/03-01-03-01-01-02-01.wav,01,happy,0
data/raw/ravdess/Actor_01/03-01-02-02-01-01-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-01-01-02-02-01.wav,01,neutral,0
data/raw/ravdess/Actor_01/03-01-02-01-02-01-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-03-02-01-01-01.wav,01,happy,0
data/raw/ravdess/Actor_01/03-01-03-01-02-01-01.wav,01,happy,0
data/raw/ravdess/Actor_01/03-01-02-02-02-02-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-02-01-01-02-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-01-01-01-01-01.wav,01,neutral,0
data/raw/ravdess/Actor_01/03-01-06-01-01-01-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-05-01-01-02-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-05-02-02-02-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-06-02-02-01-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-04-01-02-01-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-07-01-02-02-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-07-02-01-02-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-04-02-01-01-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-02-01-02-02-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-01-01-02-01-01.wav,01,neutral,0
data/raw/ravdess/Actor_01/03-01-02-02-01-02-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-03-01-01-01-01.wav,01,happy,0
data/raw/ravdess/Actor_01/03-01-03-02-02-01-01.wav,01,happy,0
data/raw/ravdess/Actor_01/03-01-07-02-02-02-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-04-02-02-01-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-04-01-01-01-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-07-01-01-02-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-05-02-01-02-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-06-02-01-01-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-06-01-02-01-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-05-01-02-02-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-04-02-01-02-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-07-02-01-01-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-07-01-02-01-01.wav,01,disgust,1
data/raw/ravdess/Actor_01/03-01-04-01-02-02-01.wav,01,sad,0
data/raw/ravdess/Actor_01/03-01-06-02-02-02-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-05-02-02-01-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-05-01-01-01-01.wav,01,angry,1
data/raw/ravdess/Actor_01/03-01-06-01-01-02-01.wav,01,fearful,1
data/raw/ravdess/Actor_01/03-01-01-01-01-02-01.wav,01,neutral,0
data/raw/ravdess/Actor_01/03-01-02-01-01-01-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-02-02-02-01-01.wav,01,calm,0
data/raw/ravdess/Actor_01/03-01-03-01-02-02-01.wav,01,happy,0
data/raw/ravdess/Actor_01/03-01-03-02-01-02-01.wav,01,happy,0
data/raw/ravdess/Actor_02/03-01-06-01-02-02-02.wav,02,fearful,1
data/raw/ravdess/Actor_02/03-01-05-01-02-01-02.wav,02,angry,1
data/raw/ravdess/Actor_02/03-01-05-02-01-01-02.wav,02,angry,1
data/raw/ravdess/Actor_02/03-01-06-02-01-02-02.wav,02,fearful,1
data/raw/ravdess/Actor_02/03-01-04-01-01-02-02.wav,02,sad,0
data/raw/ravdess/Actor_02/03-01-07-01-01-01-02.wav,02,disgust,1
data/raw/ravdess/Actor_02/03-01-07-02-02-01-02.wav,02,disgust,1
data/raw/ravdess/Actor_02/03-01-04-02-02-02-02.wav,02,sad,0
data/raw/ravdess/Actor_02/03-01-03-02-02-02-02.wav,02,happy,0
data/raw/ravdess/Actor_02/03-01-03-01-01-02-02.wav,02,happy,0
data/raw/ravdess/Actor_02/03-01-02-02-01-01-02.wav,02,calm,0
data/raw/ravdess/Actor_02/03-01-02-01-02-01-02.wav,02,calm,0
data/raw/ravdess/Actor_02/03-01-01-01-02-02-02.wav,02,neutral,0
data/raw/ravdess/Actor_02/03-01-03-02-01-01-02.wav,02,happy,0
data/raw/ravdess/Actor_02/03-01-03-01-02-01-02.wav,02,happy,0
data/raw/ravdess/Actor_02/03-01-02-02-02-02-02.wav,02,calm,0
data/raw/ravdess/Actor_02/03-01-01-01-01-01-02.wav,02,neutral,0
data/raw/ravdess/Actor_02/03-01-02-01-01-02-02.wav,02,calm,0
data/raw/ravdess/Actor_02/03-01-05-01-01-02-02.wav,02,angry,1
data/raw/ravdess/Actor_02/03-01-06-01-01-01-02.wav,02,fearful,1
data/raw/ravdess/Actor_02/03-01-06-02-02-01-02.wav,02,fearful,1
data/raw/ravdess/Actor_02/03-01-05-02-02-02-02.wav,02,angry,1
data/raw/ravdess/Actor_02/03-01-07-01-02-02-02.wav,02,disgust,1
data/raw/ravdess/Actor_02/03-01-04-01-02-01-02.wav,02,sad,0
data/raw/ravdess/Actor_02/03-01-04-02-01-01-02.wav,02,sad,0
data/raw/ravdess/Actor_02/03-01-07-02-01-02-02.wav,02,disgust,1
data/raw/ravdess/Actor_02/03-01-01-01-02-01-02.wav,02,neutral,0
data/raw/ravdess/Actor_02/03-01-02-01-02-02-02.wav,02,calm,0
data/raw/ravdess/Actor_02/03-01-02-02-01-02-02.wav,02,calm,0
data/raw/ravdess/Actor_02/03-01-03-01-01-01-02.wav,02,happy,0
data/raw/ravdess/Actor_02/03-01-03-02-02-01-02.wav,02,happy,0
data/raw/ravdess/Actor_02/03-01-04-02-02-01-02.wav,02,sad,0
data/raw/ravdess/Actor_02/03-01-07-02-02-02-02.wav,02,disgust,1
data/raw/ravdess/Actor_02/03-01-07-01-01-02-02.wav,02,disgust,1
